Gender,Age,Hours,mph,finish_all
F,59,5.6692,4.6248,1780
F,39,5.6761,4.6191,1782
F,45,5.6792,4.6167,1783
F,52,5.6825,4.6139,1785
F,55,5.6836,4.613,1786
F,47,5.6836,4.613,1787
F,48,5.7031,4.5973,1792
F,51,5.7183,4.585,1794
F,55,5.72,4.5837,1796
F,45,5.7247,4.5799,1797
F,45,5.7247,4.5799,1798
F,43,5.7364,4.5706,1800
F,25,5.7403,4.5675,1803
F,48,5.7411,4.5668,1805
F,29,5.7531,4.5574,1809
F,45,5.7575,4.5538,1810
F,39,5.7603,4.5516,1811
F,41,5.7622,4.5501,1814
F,36,5.7678,4.5457,1816
F,32,5.7711,4.5431,1817
F,53,5.7767,4.5387,1820
F,45,5.7875,4.5302,1821
F,27,5.7947,4.5246,1824
F,58,5.7953,4.5242,1825
F,27,5.8106,4.5123,1830
F,57,5.8261,4.5002,1833
F,56,5.8308,4.4966,1835
F,49,5.8467,4.4844,1840
F,49,5.8683,4.4678,1844
F,25,5.8844,4.4556,1845
F,28,5.8875,4.4533,1846
F,33,5.8878,4.4531,1847
F,29,5.89,4.4514,1848
F,45,5.8917,4.4501,1849
F,36,5.8969,4.4462,1851
F,34,5.8994,4.4443,1852
F,38,5.9161,4.4318,1855
F,56,5.9217,4.4276,1856
F,29,5.9242,4.4257,1858
F,41,5.9344,4.4181,1859
F,52,5.9367,4.4164,1860
F,33,5.9375,4.4158,1862
F,39,5.9425,4.4121,1863
F,55,5.9647,4.3956,1867
F,24,5.9811,4.3836,1869
F,30,5.9867,4.3795,1871
F,36,5.9875,4.3789,1872
F,51,5.9944,4.3738,1873
F,20,6.0069,4.3647,1874
F,44,6.0069,4.3647,1875
F,46,6.0122,4.3609,1877
F,21,6.0203,4.3551,1878
F,20,6.0361,4.3436,1880
F,52,6.0442,4.3379,1882
F,29,6.0497,4.3339,1883
F,62,6.0611,4.3257,1884
F,28,6.0792,4.3129,1886
M,28,2.385,10.99318658,1
M,32,2.395,10.94728601,2
M,30,2.5217,10.39738929,3
M,38,2.6794,9.785144101,4
M,45,2.6906,9.744734669,5
M,24,2.7367,9.580542022,6
M,34,2.7447,9.552423844,7
M,46,2.7992,9.366626972,9
M,23,2.8067,9.341597387,10
M,32,2.8186,9.302010446,11
M,37,2.8239,9.284625221,12
M,35,2.8314,9.260031394,13
M,59,2.8381,9.238279338,14
M,32,2.8856,9.086205237,16
M,37,2.8936,9.060910051,17
M,44,2.9,9.040948276,18
M,39,2.9067,9.020212156,20
M,24,2.9069,9.019350215,21
M,53,2.9097,9.010739857,22
M,30,2.9183,8.984151913,23
M,43,2.9203,8.978169885,24
M,35,2.925,8.963675214,25
M,32,2.9428,8.909524259,27
M,44,2.9472,8.896088596,28
M,29,2.9478,8.894411986,29
M,30,2.9483,8.892736009,30
M,24,2.9494,8.889385948,31
M,34,2.9525,8.880186283,32
M,47,2.9558,8.870171976,33
M,42,2.9575,8.865173288,34
M,33,2.9617,8.852701182,35
M,43,2.9628,8.849381211,36
M,36,2.9783,8.803161724,37
M,41,2.9803,8.797418212,38
M,27,2.9831,8.789226185,39
M,41,2.9892,8.771257318,40
M,26,2.9892,8.771257318,41
M,43,2.9942,8.756610075,42
M,47,2.9964,8.75011588,43
M,49,2.9986,8.743631311,44
M,56,3.0328,8.645127313,47
M,33,3.0339,8.641961179,48
M,45,3.0369,8.633266258,49
M,48,3.05,8.596311475,50
M,42,3.0536,8.586145729,52
M,52,3.0611,8.565108893,53
M,46,3.0678,8.546495835,54
M,43,3.0697,8.541082255,55
M,42,3.0756,8.524882587,56
M,26,3.0783,8.517190038,57
M,34,3.0789,8.515653194,58
M,27,3.1039,8.447064614,60
M,41,3.105,8.444041868,61
M,18,3.1058,8.441776228,62
M,33,3.1089,8.433479271,63
M,34,3.1106,8.428960529,64
M,38,3.1183,8.407936932,65
M,38,3.1219,8.398211585,66
M,29,3.1239,8.392984172,68
M,52,3.1267,8.385527719,69
M,32,3.1358,8.361015147,72
M,40,3.1372,8.357313618,73
M,38,3.1403,8.349181778,74
M,36,3.1406,8.348443304,75
M,49,3.1442,8.338855023,76
M,33,3.1444,8.338118375,77
M,39,3.1475,8.330023828,78
M,45,3.1486,8.327084252,79
M,45,3.1508,8.32121132,80
M,28,3.1536,8.313881793,82
M,37,3.1569,8.305103388,83
M,45,3.1572,8.30437269,84
M,49,3.1597,8.297802198,85
M,43,3.1647,8.284692355,86
M,25,3.1872,8.226207077,88
M,36,3.1883,8.223340303,89
M,30,3.1947,8.206895053,90
M,46,3.1981,8.198341006,91
M,52,3.1983,8.197628973,92
M,32,3.1994,8.19478208,93
M,58,3.2008,8.191226243,95
M,43,3.2025,8.18696331,96
M,41,3.2036,8.184123819,97
M,30,3.2072,8.174909059,99
M,22,3.2164,8.151610674,100
M,54,3.2264,8.126345243,104
M,41,3.2267,8.125645661,105
M,31,3.2272,8.124246858,106
M,41,3.2381,8.097066141,107
M,47,3.2425,8.085967618,109
M,48,3.2447,8.080429758,111
M,43,3.25,8.067307692,112
M,37,3.25,8.067307692,113
M,25,3.2503,8.066618238,114
M,34,3.2564,8.051479997,115
M,44,3.2564,8.051479997,116
M,32,3.2583,8.046675192,117
M,48,3.2608,8.040506006,118
M,44,3.2617,8.038451712,119
M,31,3.2619,8.03776718,120
M,33,3.2722,8.012521222,123
M,44,3.2744,8.007083475,124
M,30,3.2806,7.992167655,126
M,29,3.2856,7.980005073,127
M,48,3.2864,7.977981574,128
M,36,3.2878,7.974611355,129
M,60,3.2922,7.963845764,130
M,37,3.2961,7.954449688,135
M,26,3.2967,7.953109201,136
M,30,3.3022,7.939729139,139
M,53,3.3022,7.939729139,140
M,47,3.3042,7.935056747,141
M,35,3.3056,7.931722689,142
M,37,3.3067,7.92905746,143
M,35,3.3117,7.917086059,144
M,26,3.3125,7.91509434,145
M,50,3.3139,7.911777033,146
M,44,3.3167,7.905150754,147
M,41,3.3175,7.903165034,148
M,49,3.3194,7.898535565,150
M,39,3.3303,7.872841772,153
M,49,3.3319,7.86890371,154
M,56,3.3325,7.867591898,155
M,46,3.3336,7.864969586,156
M,33,3.3381,7.854497795,157
M,41,3.3439,7.840795813,158
M,57,3.3467,7.834287849,159
M,48,3.3467,7.834287849,160
M,43,3.3489,7.82908925,161
M,43,3.3503,7.825843628,162
M,46,3.3583,7.80707196,165
M,49,3.3594,7.80448983,166
M,35,3.3608,7.801264567,167
M,56,3.3614,7.799975209,168
M,50,3.3672,7.78646263,169
M,30,3.3675,7.785820341,170
M,51,3.3733,7.772356719,172
M,45,3.3736,7.771716756,173
M,43,3.3783,7.760853478,174
M,55,3.3794,7.758301825,175
M,41,3.3808,7.755114617,176
M,46,3.3819,7.752566735,177
M,31,3.3839,7.748111968,178
M,46,3.3886,7.737314534,179
M,51,3.3944,7.724018003,180
M,52,3.4,7.711397059,181
M,45,3.4031,7.704473104,182
M,47,3.4033,7.70384427,183
M,27,3.4044,7.701329961,184
M,44,3.4058,7.698189381,185
M,44,3.4067,7.696306262,186
M,29,3.4069,7.695678761,187
M,44,3.41,7.688782991,188
M,40,3.4119,7.684401205,189
M,48,3.4167,7.673780488,190
M,48,3.4167,7.673780488,191
M,33,3.4172,7.672532921,193
M,22,3.4194,7.66754671,194
M,46,3.4197,7.666923889,195
M,45,3.4206,7.665056034,196
M,50,3.4214,7.663189088,197
M,23,3.4236,7.65821501,199
M,44,3.4408,7.619883749,205
M,42,3.4439,7.613123084,206
M,38,3.4442,7.612509073,207
M,25,3.4453,7.610054019,208
M,51,3.4478,7.604535933,209
M,54,3.4506,7.598414104,210
M,45,3.4528,7.593523733,211
M,49,3.4528,7.593523733,212
M,47,3.4536,7.591691466,213
M,33,3.4558,7.586809742,214
M,39,3.4714,7.552812675,216
M,46,3.4731,7.549188195,217
M,52,3.4756,7.543757992,219
M,27,3.4758,7.543155119,220
M,55,3.4764,7.54194966,221
M,35,3.4833,7.526913876,223
M,59,3.4842,7.525113609,224
M,47,3.4842,7.525113609,225
M,54,3.4847,7.52391391,226
M,40,3.4867,7.519717973,228
M,55,3.4911,7.510144812,232
M,26,3.4944,7.502980922,233
M,38,3.495,7.501788269,234
M,51,3.4956,7.500595995,235
M,34,3.4975,7.496426019,236
M,38,3.4981,7.495235448,237
M,37,3.4992,7.492855442,238
M,50,3.5039,7.482757254,241
M,41,3.5072,7.475645493,244
M,40,3.5075,7.475053457,245
M,28,3.5083,7.47327791,246
M,53,3.5103,7.469138245,247
M,43,3.5186,7.451448646,249
M,48,3.5192,7.450272318,250
M,29,3.5206,7.447333123,252
M,36,3.5206,7.447333123,253
M,40,3.5231,7.442048411,256
M,57,3.5269,7.43384264,258
M,50,3.5272,7.433257206,259
M,41,3.5286,7.430331418,261
M,51,3.5292,7.429161747,263
M,44,3.5328,7.421567857,266
M,28,3.5356,7.415736958,267
M,40,3.5375,7.411660777,269
M,52,3.5392,7.408170473,270
M,52,3.5392,7.408170473,271
M,48,3.5461,7.393662854,273
M,46,3.5481,7.389610898,275
M,29,3.5539,7.377481632,278
M,59,3.5561,7.372871426,279
M,68,3.5592,7.366541793,284
M,41,3.5672,7.349906557,287
M,39,3.5683,7.347617936,288
M,38,3.5725,7.339048286,289
M,55,3.5733,7.337336754,290
M,40,3.5792,7.325378347,291
M,40,3.5797,7.324241484,292
M,39,3.5814,7.32083301,293
M,48,3.5819,7.319697557,294
M,29,3.5819,7.319697557,295
M,44,3.5825,7.318562456,296
M,37,3.5831,7.317427708,297
M,44,3.5858,7.311759238,298
M,58,3.5864,7.310626597,299
M,47,3.5883,7.306665118,300
M,53,3.5889,7.305534056,301
M,43,3.5911,7.301013304,304
M,28,3.5967,7.289735867,306
M,38,3.5994,7.284110202,307
M,34,3.6036,7.275687967,308
M,46,3.605,7.272884882,309
M,39,3.6081,7.266725691,310
M,45,3.6094,7.263929506,311
M,32,3.6108,7.261135472,312
M,47,3.6119,7.258901792,313
M,49,3.6133,7.256111624,314
M,33,3.6144,7.253881033,316
M,37,3.62,7.242748619,319
M,44,3.6231,7.236640343,322
M,33,3.6239,7.234976238,324
M,58,3.6267,7.229434743,328
M,59,3.6283,7.226113918,330
M,39,3.6386,7.205702725,333
M,44,3.6403,7.202403663,334
M,46,3.6422,7.198558572,335
M,21,3.6458,7.191428571,336
M,42,3.6458,7.191428571,337
M,61,3.6464,7.190332902,338
M,36,3.6481,7.187047895,339
M,43,3.6483,7.186500685,340
M,44,3.6486,7.185953559,341
M,40,3.6508,7.181579548,343
M,24,3.6511,7.181033171,344
M,55,3.6525,7.178302533,346
M,42,3.6525,7.178302533,347
M,44,3.6539,7.17557397,348
M,33,3.6542,7.175028506,349
M,58,3.6544,7.174483126,350
M,51,3.6556,7.172302432,351
M,29,3.6581,7.167400714,352
M,41,3.6589,7.165768296,353
M,38,3.6589,7.165768296,354
M,64,3.6597,7.164136622,356
M,43,3.6639,7.155989386,359
M,48,3.665,7.153819918,361
M,43,3.6658,7.15219368,364
M,33,3.6683,7.1473194,366
M,41,3.6692,7.145696116,368
M,57,3.67,7.144073569,369
M,31,3.6739,7.136511417,371
M,55,3.6744,7.135432416,373
M,30,3.6778,7.128965257,374
M,37,3.6783,7.127888536,375
M,45,3.6797,7.125198158,377
M,55,3.6803,7.124122575,378
M,33,3.6817,7.121435038,379
M,52,3.6825,7.119823489,382
M,49,3.6828,7.119286469,383
M,33,3.6836,7.117675892,386
M,43,3.6839,7.117139195,387
M,34,3.6867,7.111776673,388
M,34,3.6869,7.111240865,389
M,43,3.6869,7.111240865,390
M,59,3.6881,7.109098441,392
M,45,3.7036,7.079239481,397
M,58,3.7042,7.078177728,398
M,56,3.7042,7.078177728,399
M,24,3.7053,7.076055177,400
M,58,3.7081,7.070754364,404
M,61,3.71,7.067048518,405
M,41,3.71,7.067048518,406
M,47,3.7114,7.064403862,408
M,37,3.7114,7.064403862,409
M,24,3.715,7.057537012,411
M,39,3.7153,7.057009346,413
M,52,3.7156,7.056481758,414
M,38,3.7189,7.050156857,415
M,31,3.7192,7.049630294,416
M,41,3.7192,7.049630294,417
M,56,3.7197,7.048577403,418
M,46,3.7256,7.037541008,420
M,40,3.7272,7.034394097,421
M,27,3.7283,7.03229772,422
M,50,3.7292,7.030726257,423
M,45,3.7347,7.020267758,425
M,38,3.735,7.019745649,426
M,52,3.7361,7.017657993,427
M,42,3.7397,7.010881676,429
M,45,3.74,7.010360963,430
M,44,3.7406,7.009319768,431
M,49,3.7414,7.007758557,433
M,40,3.7475,6.996330887,436
M,24,3.7478,6.995812333,437
M,53,3.7481,6.995293856,438
M,33,3.7483,6.994775456,439
M,52,3.7494,6.992702623,441
M,34,3.7525,6.987008661,444
M,42,3.7589,6.975133018,447
M,37,3.76,6.973071809,448
M,33,3.7608,6.971526701,449
M,43,3.7622,6.968953042,451
M,33,3.7642,6.96535311,453
M,55,3.7667,6.960730088,458
M,48,3.7686,6.957138645,460
M,68,3.7694,6.95560059,461
M,24,3.7697,6.955088055,462
M,35,3.77,6.954575597,463
M,30,3.7711,6.952526517,464
M,52,3.7725,6.949966865,467
M,40,3.7747,6.94587534,468
M,47,3.7761,6.943320583,469
M,46,3.78,6.936177249,471
M,46,3.7808,6.934648446,472
M,59,3.7808,6.934648446,473
M,48,3.7853,6.926506201,476
M,45,3.7867,6.923965669,478
M,25,3.7875,6.922442244,479
M,33,3.7875,6.922442244,480
M,39,3.7908,6.916355243,481
M,44,3.7931,6.912303186,482
M,41,3.7956,6.907750293,484
M,23,3.7978,6.903708309,486
M,42,3.7981,6.903203394,487
M,62,3.8,6.899671053,489
M,52,3.8008,6.898158299,490
M,24,3.8033,6.893624014,493
M,37,3.8039,6.892617205,494
M,25,3.8044,6.891610689,495
M,46,3.8061,6.888592906,497
M,51,3.8089,6.883569137,499
M,41,3.8133,6.875546329,501
M,45,3.8161,6.870541564,503
M,33,3.8161,6.870541564,504
M,48,3.82,6.86354712,510
M,47,3.8211,6.861551323,511
M,62,3.8225,6.859058208,512
M,39,3.8231,6.858061469,513
M,48,3.8233,6.857563208,514
M,50,3.8258,6.853082117,516
M,35,3.8264,6.852087114,517
M,61,3.8267,6.851589721,518
M,40,3.8281,6.849103839,519
M,36,3.8286,6.848109991,520
M,47,3.8286,6.848109991,521
M,49,3.83,6.845626632,522
M,39,3.8336,6.83917832,524
M,39,3.8347,6.837196668,528
M,58,3.8372,6.832742146,530
M,50,3.8397,6.828293424,531
M,41,3.8417,6.82483731,532
M,50,3.8439,6.820891747,536
M,53,3.8456,6.817935568,538
M,46,3.8464,6.816458439,539
M,48,3.8464,6.816458439,540
M,28,3.8489,6.812030889,541
M,47,3.8492,6.811539294,542
M,61,3.8503,6.809573624,543
M,46,3.8503,6.809573624,544
M,30,3.8519,6.806627245,545
M,54,3.8522,6.806136429,546
M,47,3.8542,6.802702703,548
M,35,3.8556,6.800252161,549
M,42,3.8586,6.79486718,550
M,52,3.8606,6.791444812,553
M,45,3.8611,6.790467626,554
M,27,3.8619,6.789002374,556
M,57,3.8631,6.787049687,557
M,38,3.8644,6.784610408,558
M,56,3.8672,6.779737107,561
M,62,3.8747,6.766614094,564
M,66,3.8753,6.76564404,565
M,40,3.8783,6.760313709,571
M,39,3.8786,6.75982955,573
M,50,3.8789,6.75934546,574
M,41,3.8811,6.755475236,577
M,40,3.8828,6.752575476,578
M,28,3.8833,6.751609442,579
M,48,3.8844,6.749678204,580
M,55,3.885,6.748712999,581
M,45,3.8856,6.74774807,582
M,59,3.8892,6.741482751,585
M,36,3.8894,6.741001286,586
M,56,3.8947,6.731866486,588
M,57,3.8964,6.728986954,590
M,41,3.8981,6.726109884,591
M,39,3.8986,6.725151407,593
M,41,3.8989,6.724672271,595
M,56,3.9017,6.719884665,598
M,50,3.9025,6.718449712,600
M,42,3.9064,6.71176136,602
M,41,3.9108,6.704133816,603
M,43,3.9144,6.697949191,610
M,37,3.9172,6.693199546,611
M,49,3.9178,6.692250425,614
M,45,3.9178,6.692250425,615
M,49,3.9183,6.691301574,616
M,50,3.9183,6.691301574,617
M,30,3.9186,6.690827249,619
M,60,3.9206,6.687508856,621
M,46,3.9217,6.68561411,624
M,36,3.9222,6.684667139,626
M,53,3.9253,6.679463591,629
M,38,3.9272,6.676156458,630
M,54,3.9283,6.674268137,634
M,52,3.9286,6.673796224,635
M,46,3.9297,6.671909239,637
M,56,3.9303,6.670966146,638
M,43,3.9322,6.66766742,639
M,21,3.9369,6.659669795,641
M,50,3.9369,6.659669795,642
M,27,3.9408,6.653097907,646
M,34,3.9414,6.652160124,647
M,46,3.9417,6.651691332,648
M,40,3.9425,6.650285352,649
M,35,3.9456,6.645135173,652
M,35,3.9467,6.643264358,653
M,32,3.9503,6.637191477,655
M,43,3.9528,6.632993675,657
M,54,3.9533,6.632061551,658
M,46,3.9542,6.630663857,660
M,43,3.9553,6.62880118,662
M,67,3.9572,6.625544012,664
M,48,3.9589,6.622754701,665
M,41,3.9633,6.615328007,667
M,31,3.9647,6.613010579,668
M,26,3.9656,6.611620902,669
M,60,3.9675,6.608380592,671
M,54,3.9683,6.60699286,672
M,29,3.9683,6.60699286,673
M,30,3.9686,6.606530412,675
M,45,3.9692,6.605605711,676
M,45,3.97,6.604219144,677
M,42,3.9728,6.599601454,678
M,40,3.9775,6.591766185,679
M,51,3.9778,6.591305866,681
M,31,3.9797,6.588085433,682
M,49,3.9822,6.583949498,684
M,44,3.9883,6.573861262,690
M,52,3.9892,6.572487988,692
M,57,3.9897,6.571572791,693
M,35,3.9903,6.570657849,694
M,41,3.9961,6.561066314,697
M,42,3.9967,6.560154295,698
M,48,3.9981,6.557875356,700
M,57,4.0008,6.553322225,701
M,68,4.0033,6.549229808,702
M,36,4.0094,6.53924761,705
M,33,4.0103,6.537888758,706
M,39,4.0125,6.534267913,707
M,36,4.0153,6.529747492,710
M,57,4.0167,6.527489627,711
M,51,4.0181,6.525233322,713
M,35,4.0186,6.524331237,714
M,36,4.0189,6.523880288,715
M,42,4.02,6.522077114,716
M,45,4.02,6.522077114,717
M,35,4.0217,6.519374223,718
M,56,4.0239,6.515773851,719
M,57,4.0278,6.509482759,721
M,52,4.0308,6.504548274,722
M,45,4.0317,6.503203803,723
M,47,4.0336,6.500068866,727
M,40,4.0361,6.49604267,728
M,26,4.0372,6.494254851,730
M,64,4.0486,6.475986278,736
M,54,4.05,6.473765432,738
M,37,4.0528,6.469328307,741
M,39,4.0531,6.468884929,742
M,46,4.0531,6.468884929,743
M,31,4.0547,6.466225937,745
M,59,4.0558,6.464454489,746
M,34,4.0636,6.452081482,751
M,59,4.0644,6.450758611,752
M,59,4.0647,6.450317775,753
M,42,4.065,6.449876999,754
M,27,4.0672,6.446352957,755
M,58,4.0778,6.429666213,760
M,33,4.0778,6.429666213,761
M,36,4.0922,6.406971219,768
M,65,4.0925,6.406536347,769
M,43,4.095,6.402625153,771
M,34,4.1,6.394817073,772
M,41,4.1011,6.39308453,775
M,40,4.1031,6.390054837,777
M,46,4.1047,6.387460242,778
M,43,4.1069,6.384004058,779
M,39,4.1072,6.383572298,781
M,30,4.1089,6.380982964,783
M,51,4.1125,6.375379939,786
M,45,4.1131,6.374518809,787
M,50,4.1156,6.370646598,789
M,30,4.1183,6.366349656,791
M,49,4.1228,6.359486592,795
M,23,4.1319,6.345378151,801
M,41,4.1372,6.33728347,805
M,26,4.1386,6.335156722,806
M,55,4.1406,6.332181672,807
M,49,4.1433,6.327936444,808
M,39,4.1436,6.327512234,809
M,42,4.1453,6.32496817,812
M,66,4.1464,6.323273263,813
M,56,4.1483,6.320309361,816
M,46,4.1497,6.318193989,817
M,43,4.1511,6.316080032,818
M,31,4.1539,6.31185636,820
M,56,4.1569,6.307216839,822
M,28,4.1575,6.306374023,824
M,47,4.1608,6.301321851,826
M,44,4.1628,6.298378487,828
M,49,4.1717,6.28495805,832
M,32,4.1747,6.280357975,833
M,35,4.1761,6.278269256,834
M,43,4.1811,6.270761361,836
M,26,4.1842,6.266182035,838
M,43,4.1847,6.265350149,840
M,24,4.1858,6.26368704,842
M,28,4.1906,6.256628662,846
M,48,4.1942,6.251241804,848
M,47,4.2,6.242559524,852
M,39,4.2072,6.231843391,863
M,50,4.2089,6.22937566,865
M,50,4.2108,6.226499109,867
M,54,4.2142,6.221574056,870
M,60,4.215,6.220344009,872
M,42,4.2208,6.211747285,875
M,58,4.2244,6.206437401,876
M,69,4.2253,6.205213332,877
M,55,4.2308,6.197065196,880
M,30,4.2364,6.18893843,883
M,55,4.2369,6.188126926,885
M,57,4.2428,6.17961896,889
M,56,4.2439,6.178001047,891
M,39,4.2461,6.174767761,892
M,34,4.2556,6.161063969,898
M,41,4.2558,6.160661837,899
M,25,4.2631,6.1502248,903
M,33,4.2667,6.145019531,905
M,55,4.2672,6.144219503,907
M,55,4.2675,6.143819566,908
M,35,4.2694,6.14102147,909
M,43,4.2719,6.137427661,912
M,47,4.2747,6.13343947,915
M,54,4.2781,6.128660477,917
M,35,4.28,6.125876168,918
M,27,4.2825,6.122300058,920
M,24,4.2836,6.120712016,921
M,26,4.2889,6.113180052,922
M,48,4.2917,6.109223301,923
M,27,4.3036,6.092267476,932
M,49,4.3111,6.081668814,937
M,38,4.3128,6.079318562,939
M,30,4.3142,6.077361406,942
M,48,4.3144,6.076970126,943
M,33,4.3156,6.07540551,946
M,43,4.3164,6.074232576,948
M,46,4.3167,6.073841699,949
M,59,4.3222,6.066034704,953
M,34,4.3258,6.060970911,956
M,47,4.3267,6.059803544,957
M,57,4.3286,6.057081435,959
M,46,4.3308,6.053973446,960
M,44,4.3414,6.039253951,966
M,43,4.3428,6.037322502,967
M,38,4.3456,6.033463309,969
M,49,4.3478,6.030379504,970
M,27,4.3483,6.029609046,971
M,31,4.3547,6.020762901,976
M,27,4.3594,6.014241111,978
M,56,4.3603,6.013091674,979
M,55,4.3644,6.007351069,982
M,48,4.3678,6.002766472,984
M,34,4.3697,6.000095353,986
M,37,4.3708,5.998570067,987
M,27,4.3708,5.998570067,988
M,35,4.3736,5.994760241,997
M,63,4.3744,5.993618237,998
M,49,4.3792,5.98715509,1000
M,44,4.3886,5.974270523,1005
M,33,4.39,5.97238041,1007
M,34,4.3906,5.971624699,1008
M,45,4.3969,5.962947754,1013
M,39,4.4008,5.95767847,1015
M,51,4.4042,5.953169347,1017
M,34,4.4072,5.949041977,1018
M,32,4.4072,5.949041977,1019
M,35,4.4081,5.947917323,1020
M,67,4.4131,5.941178322,1025
M,53,4.4203,5.931471124,1028
M,37,4.4208,5.93072573,1029
M,36,4.4233,5.927373775,1032
M,32,4.4244,5.925885234,1033
M,48,4.4314,5.916598759,1039
M,24,4.4372,5.908820583,1041
M,32,4.4372,5.908820583,1043
M,45,4.4406,5.904385087,1044
M,51,4.4419,5.902538928,1046
M,43,4.4444,5.89921875,1047
M,64,4.4472,5.895534041,1049
M,30,4.4472,5.895534041,1050
M,46,4.4597,5.879009654,1056
M,59,4.4606,5.877911321,1057
M,37,4.4614,5.876813399,1058
M,39,4.4628,5.874984439,1060
M,34,4.4642,5.873156618,1061
M,57,4.4642,5.873156618,1062
M,64,4.4692,5.866585866,1066
M,48,4.4703,5.865127695,1067
M,39,4.4756,5.858211271,1068
M,44,4.4772,5.856030525,1070
M,34,4.4808,5.85131114,1075
M,60,4.4817,5.850223131,1076
M,38,4.4825,5.849135527,1077
M,48,4.4828,5.848773082,1079
M,28,4.4831,5.848410682,1080
M,45,4.4836,5.847686017,1081
M,46,4.49,5.839365256,1086
M,61,4.495,5.832869855,1089
M,40,4.4953,5.832509423,1090
M,52,4.4967,5.830707932,1092
M,34,4.4983,5.82854761,1093
M,40,4.4989,5.827827859,1094
M,38,4.5053,5.819563475,1102
M,41,4.5111,5.812038177,1107
M,29,4.5111,5.812038177,1110
M,56,4.5125,5.810249307,1113
M,26,4.5128,5.809891666,1114
M,39,4.5139,5.808461538,1115
M,29,4.5142,5.808104117,1116
M,34,4.5147,5.807389405,1117
M,44,4.515,5.807032115,1118
M,45,4.5275,5.790999448,1121
M,39,4.5278,5.790644172,1122
M,51,4.5336,5.783193432,1125
M,27,4.5367,5.77929831,1130
M,51,4.5381,5.777529534,1131
M,33,4.5467,5.766587243,1133
M,67,4.5469,5.766234956,1134
M,29,4.5475,5.765530511,1135
M,28,4.5481,5.764826238,1136
M,31,4.55,5.762362637,1138
M,43,4.5506,5.761659138,1139
M,61,4.5558,5.754984452,1141
M,58,4.5661,5.742030661,1148
M,47,4.5733,5.732962828,1156
M,43,4.5761,5.729482821,1159
M,44,4.5769,5.728439643,1160
M,46,4.5803,5.724270726,1162
M,40,4.5939,5.707310437,1169
M,26,4.5939,5.707310437,1170
M,38,4.5994,5.700416717,1172
M,40,4.6017,5.69766389,1174
M,42,4.6094,5.688049898,1175
M,46,4.6111,5.685993976,1176
M,39,4.6128,5.68393954,1178
M,32,4.6272,5.666196422,1187
M,37,4.6325,5.659740961,1190
M,43,4.6369,5.65431618,1191
M,26,4.6372,5.653977477,1192
M,42,4.6389,5.651946108,1194
M,29,4.6403,5.650254415,1196
M,34,4.6417,5.648563734,1197
M,68,4.6436,5.646198481,1200
M,50,4.6478,5.641136744,1201
M,55,4.6492,5.639451515,1205
M,32,4.6494,5.63911459,1206
M,69,4.6544,5.633056815,1209
M,22,4.6597,5.626676602,1210
M,26,4.66,5.626341202,1212
M,48,4.6611,5.625,1213
M,59,4.6628,5.622989396,1215
M,62,4.6697,5.614627327,1222
M,61,4.6722,5.611623068,1225
M,52,4.6764,5.606623107,1229
M,55,4.68,5.602297009,1231
M,47,4.6836,5.597977581,1233
M,70,4.6872,5.59366481,1236
M,63,4.6883,5.59233914,1237
M,47,4.6911,5.589027712,1240
M,33,4.6928,5.587042737,1242
M,31,4.6953,5.584067917,1245
M,42,4.6958,5.583407276,1246
M,58,4.6964,5.582746791,1247
M,41,4.7042,5.573516386,1251
M,25,4.7083,5.568584071,1255
M,54,4.7094,5.567270261,1257
M,37,4.7119,5.564316453,1260
M,52,4.7122,5.563988446,1261
M,38,4.7125,5.563660477,1263
M,48,4.7133,5.562676803,1265
M,55,4.7144,5.561365779,1266
M,59,4.7172,5.55809092,1271
M,59,4.7206,5.554166176,1273
M,34,4.7206,5.554166176,1274
M,51,4.7219,5.552532502,1275
M,38,4.7225,5.551879301,1276
M,30,4.7244,5.549594309,1277
M,29,4.7319,5.540798356,1280
M,45,4.7339,5.538522474,1282
M,50,4.7364,5.535599085,1284
M,50,4.7394,5.532030243,1286
M,39,4.7406,5.530733622,1287
M,60,4.7408,5.530409562,1288
M,37,4.7525,5.516833246,1294
M,44,4.7539,5.515221456,1295
M,56,4.7542,5.514899211,1297
M,46,4.7544,5.514577004,1298
M,50,4.7547,5.514254834,1299
M,37,4.76,5.508140756,1301
M,44,4.7617,5.506212811,1304
M,53,4.7658,5.501398846,1305
M,37,4.7686,5.49819421,1308
M,37,4.7692,5.497553731,1310
M,56,4.7692,5.497553731,1311
M,62,4.7725,5.493713986,1312
M,54,4.7758,5.489879602,1315
M,54,4.7761,5.489560312,1316
M,32,4.7792,5.486050567,1318
M,50,4.7806,5.484456711,1319
M,26,4.7867,5.477454735,1322
M,42,4.7881,5.47586587,1326
M,58,4.7925,5.470787689,1330
M,40,4.7944,5.468568946,1332
M,39,4.795,5.467935349,1333
M,40,4.7953,5.467618606,1335
M,57,4.8017,5.460343631,1339
M,58,4.8047,5.456871134,1340
M,44,4.8061,5.455294186,1341
M,58,4.8061,5.455294186,1343
M,32,4.8072,5.454033283,1345
M,31,4.8092,5.451828106,1346
M,44,4.8094,5.451513226,1348
M,62,4.81,5.450883576,1349
M,65,4.8108,5.449939373,1350
M,36,4.8139,5.446480092,1355
M,69,4.8242,5.43487649,1360
M,74,4.8264,5.432374101,1361
M,25,4.8275,5.43112377,1362
